file, #v, #vu, #vf, #c-u, #c2, #v2, #c3, #v3, #c4, #v4, #c5, #v5
Benchmarks/57.sk_4_64.cnf, 6917, 3861, 25, 10320, 6640, 2921, 3632, 2814, 2, 8, 7, 28
Benchmarks/doublyLinkedList.sk_8_37.cnf, 6890, 356, 1, 26562, 10549, 5645, 15713, 6516, 37, 95, 138, 690
Benchmarks/19.sk_3_48.cnf, 6993, 581, 9, 22830, 12902, 6153, 9919, 6402, 2, 8, 4, 20
Benchmarks/63.sk_3_64.cnf, 7242, 1047, 5, 21357, 12730, 5968, 8618, 6168, 2, 8, 4, 20
Benchmarks/36.sk_3_77.cnf, 8047, 2436, 10, 19360, 10292, 5304, 9047, 5470, 1, 4, 4, 20
Benchmarks/Pollard.sk_1_10.cnf, 7815, 187, 1, 40981, 5547, 2624, 35403, 7625, 11, 44, 0, 0
Benchmarks/LoginService.sk_20_34.cnf, 8200, 1561, 1, 24960, 15479, 6478, 9165, 6489, 33, 71, 44, 182
Benchmarks/Blasted_Real/blasted_TR_b12_even2_linear.cnf, 8633, 511, 0, 24371, 11172, 6907, 13199, 7873, 0, 0, 0, 0
Benchmarks/Blasted_Real/blasted_TR_b12_even3_linear.cnf, 8633, 511, 0, 24371, 11172, 6907, 13199, 7873, 0, 0, 0, 0
Benchmarks/Blasted_Real/blasted_TR_b12_even7_linear.cnf, 8633, 511, 0, 24371, 11172, 6907, 13199, 7873, 0, 0, 0, 0
Benchmarks/Blasted_Real/blasted_TR_b14_even3_linear.cnf, 8809, 696, 0, 23571, 11236, 7048, 12335, 7682, 0, 0, 0, 0
Benchmarks/Blasted_Real/blasted_TR_b14_even_linear.cnf, 8809, 696, 0, 23571, 11236, 7048, 12335, 7682, 0, 0, 0, 0
Benchmarks/29.sk_3_45.cnf, 8866, 897, 10, 29570, 15681, 7500, 13871, 7953, 0, 0, 0, 0
Benchmarks/107.sk_3_90.cnf, 8948, 8030, 39, 2439, 1720, 875, 719, 696, 0, 0, 0, 0
Benchmarks/V3/s13207a_3_2.cnf, 9368, 3, 50, 20550, 17336, 9315, 3214, 4687, 0, 0, 0, 0
Benchmarks/V7/s13207a_7_4.cnf, 9386, 7, 50, 20614, 17344, 9322, 3270, 4704, 0, 0, 0, 0
Benchmarks/V15/s13207a_15_7.cnf, 9455, 15, 50, 20874, 17360, 9330, 3514, 4768, 0, 0, 0, 0
Benchmarks/17.sk_3_45.cnf, 10090, 3798, 9, 23258, 12286, 5785, 10962, 6052, 0, 0, 0, 0
Benchmarks/isolateRightmost.sk_7_481.cnf, 10057, 698, 33, 34577, 12316, 7161, 22261, 9324, 0, 0, 0, 0
Benchmarks/Blasted_Real/blasted_TR_b14_even2_linear.cnf, 10329, 784, 0, 27723, 13276, 8312, 14447, 9050, 0, 0, 0, 0
Benchmarks/81.sk_5_51.cnf, 10775, 1975, 11, 33180, 15994, 7729, 17099, 8687, 9, 30, 14, 46
Benchmarks/V3/s15850a_3_2.cnf, 10908, 3, 11, 24467, 20594, 10894, 3873, 5969, 0, 0, 0, 0
Benchmarks/V7/s15850a_7_4.cnf, 10926, 7, 11, 24531, 20602, 10901, 3929, 5983, 0, 0, 0, 0
Benchmarks/V15/s15850a_15_7.cnf, 10995, 15, 11, 24791, 20618, 10909, 4173, 6044, 0, 0, 0, 0
Benchmarks/FMEasy/uClinux-config.cnf, 11254, 6027, 0, 24282, 8786, 5227, 9457, 3997, 3795, 3755, 1551, 1318
Benchmarks/LoginService2.sk_23_36.cnf, 11511, 1289, 1, 39472, 24010, 9948, 14870, 9988, 104, 273, 105, 416
Benchmarks/sort.sk_8_52.cnf, 12125, 935, 1, 48676, 16192, 10174, 32344, 11171, 28, 105, 112, 455
Benchmarks/FMEasy/coreboot.cnf, 12268, 4702, 0, 41064, 21244, 7561, 5362, 3421, 12876, 7134, 947, 938
Benchmarks/parity.sk_11_11.cnf, 13116, 474, 1, 47005, 28619, 12038, 17457, 12251, 104, 343, 96, 411
Benchmarks/77.sk_3_44.cnf, 14535, 9778, 11, 17795, 8648, 4253, 9128, 4485, 16, 64, 0, 0
Benchmarks/FMEasy/buildroot.cnf, 14910, 6760, 12, 37558, 17480, 8121, 12177, 6346, 5980, 5429, 1112, 1267
Benchmarks/20.sk_1_51.cnf, 15475, 5338, 10, 36737, 18949, 9002, 17742, 9815, 0, 0, 17, 85
Benchmarks/84.sk_4_77.cnf, 15678, 15411, 42, 525, 409, 225, 116, 124, 0, 0, 0, 0
Benchmarks/enqueueSeqSK.sk_10_42.cnf, 16466, 1930, 1, 56585, 31249, 13664, 24755, 14420, 46, 184, 21, 105
Benchmarks/V3/s35932_3_2.cnf, 17831, 3, 0, 44340, 32136, 17828, 12204, 16332, 0, 0, 0, 0
Benchmarks/tutorial2.sk_3_4.cnf, 16726, 4571, 1, 73082, 17473, 5411, 55609, 12154, 0, 0, 0, 0
Benchmarks/V7/s35932_7_4.cnf, 17849, 7, 0, 44404, 32144, 17835, 12260, 16346, 0, 0, 0, 0
Benchmarks/V15/s35932_15_7.cnf, 17918, 15, 0, 44664, 32160, 17843, 12504, 16407, 0, 0, 0, 0
Benchmarks/110.sk_3_88.cnf, 18570, 4104, 20, 53247, 25361, 13070, 27877, 13710, 3, 12, 0, 0
Benchmarks/logcount.sk_16_86.cnf, 19126, 483, 1, 67663, 41840, 17473, 24875, 18641, 110, 305, 100, 356
Benchmarks/karatsuba.sk_7_41.cnf, 19594, 996, 1, 81421, 21454, 13949, 59967, 18536, 0, 0, 0, 0
Benchmarks/54.sk_12_97.cnf, 21726, 2540, 18, 68536, 38317, 17802, 30101, 18850, 41, 162, 35, 175
Benchmarks/V3/s38584_3_2.cnf, 23405, 3, 2, 57385, 43882, 23400, 13503, 20387, 0, 0, 0, 0
Benchmarks/V7/s38584_7_4.cnf, 23423, 7, 2, 57449, 43890, 23407, 13559, 20401, 0, 0, 0, 0
Benchmarks/V15/s38584_15_7.cnf, 23492, 15, 2, 57709, 43906, 23415, 13803, 20462, 0, 0, 0, 0
Benchmarks/FMEasy/2.6.28.6-icse11.cnf, 6888, 146, 48, 340673, 23316, 6506, 17520, 2838, 44699, 1728, 89730, 1667
Benchmarks/V3/s38417_3_2.cnf, 25528, 3, 140, 57577, 47728, 25385, 9849, 15735, 0, 0, 0, 0
Benchmarks/V7/s38417_7_4.cnf, 25546, 7, 140, 57641, 47736, 25392, 9905, 15751, 0, 0, 0, 0
Benchmarks/V15/s38417_15_7.cnf, 25615, 15, 140, 57901, 47752, 25400, 10149, 15815, 0, 0, 0, 0
Benchmarks/30.sk_5_76.cnf, 29621, 7101, 14, 84289, 41518, 20232, 42651, 21741, 26, 104, 22, 110
Benchmarks/signedAvg.sk_8_1020.cnf, 30335, 6557, 42, 85297, 42972, 21714, 41597, 23735, 17, 68, 711, 2937
Benchmarks/FMEasy/embtoolkit.cnf, 23516, 6875, 1, 171888, 30554, 16619, 17178, 13700, 14321, 4393, 8820, 1162
Benchmarks/FMEasy/freetz.cnf, 31012, 14531, 0, 85945, 34840, 16481, 27801, 13615, 17795, 15400, 2678, 3187
Benchmarks/SetTest.sk_9_21.cnf, 33744, 33, 1, 148874, 37385, 21900, 111489, 33708, 0, 0, 0, 0
Benchmarks/xpose.sk_6_134.cnf, 35519, 1465, 1, 157863, 67530, 23992, 87875, 34052, 133, 336, 1006, 4961
Benchmarks/compress.sk_17_291.cnf, 44901, 1566, 1, 165382, 109696, 42480, 52475, 42929, 402, 1414, 361, 1531
Benchmarks/listReverse.sk_11_43.cnf, 53008, 2577, 1, 202380, 92750, 44980, 107579, 50260, 45, 174, 83, 397
Benchmarks/FMEasy/2.6.32-2var.cnf, 60072, 32995, 12, 193732, 81552, 26907, 66746, 13586, 22445, 11190, 9802, 7465
Benchmarks/FMEasy/2.6.33.3-2var.cnf, 62482, 34367, 12, 198993, 85165, 27930, 68910, 14106, 22889, 11660, 8662, 7788
Benchmarks/reverse.sk_11_258.cnf, 75641, 397, 1, 380184, 259197, 68841, 116567, 75242, 249, 873, 304, 1163
Benchmarks/lss.sk_6_7.cnf, 82362, 31976, 1, 227576, 71441, 34264, 155289, 45134, 202, 800, 194, 934
Benchmarks/jburnim_morton.sk_13_530.cnf, 101241, 2731, 2, 375826, 267482, 96972, 103285, 98359, 321, 832, 300, 985
Benchmarks/partition.sk_22_155.cnf, 151795, 20014, 1, 669313, 129479, 70723, 539141, 131157, 182, 357, 0, 0
Benchmarks/log2.sk_72_391.cnf, 185178, 4842, 1, 709015, 423659, 178051, 277242, 180223, 546, 1438, 567, 1751
Benchmarks/diagStencil.sk_35_36.cnf, 319730, 40075, 1, 1734109, 351382, 115349, 1382727, 279623, 0, 0, 0, 0
Benchmarks/ConcreteRoleAffectationService.sk_119_273.cnf, 395951, 17591, 2, 1502778, 771197, 363590, 720651, 377227, 706, 1236, 457, 958
Benchmarks/diagStencilClean.sk_41_36.cnf, 378131, 47355, 1, 2063116, 428796, 138881, 1634320, 330744, 0, 0, 0, 0
Benchmarks/tutorial3.sk_4_31.cnf, 486193, 17951, 1, 2580227, 230965, 130640, 2349262, 468240, 0, 0, 0, 0
